L438P_1	L438P_2	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6
ENST00000550670	0	0	1	0	0	0	0	0
ENST00000547477	0	0	0	1	0	0	0	0
ENST00000546940	0	0	2	0	0	0	0	0
ENST00000551529	0	1.54	0	0	0	0	0	0
ENST00000256010	0	2.46	0	0	0	1	0	0
ENST00000550879	0	0	2	0	0	0	0	2
ENST00000356728	0	0	0	0	0	0	0	0
ENST00000318247	0	0	0	0	0	0	0	0
ENST00000651814	0	0	0	0	0	0	0	0
ENST00000651893	0	0	0	0	1	0	1	0
ENST00000638901	0	0	0	0	0	0	0	0
ENST00000480719	0	0	0	1	0	0	0	0
ENST00000652040	0	0	0	0	0	0	0	0
ENST00000651025	0	0	0	0	0	0	0	0
ENST00000375453	2.707	0	2.902	4.045	2.78	0	3.702	0
ENST00000375448	8.456	20	8.436	122.306	3.22	22	22.687	15.443
ENST00000468945	2	1	0	6.922	0	0	0	2.557
ENST00000487048	0	0	0	0	0	0	0	0
ENST00000467001	0	0	0	0	0	0	1.932	0
ENST00000361228	3.068	7.005	4.045	1.009	4.003	3.641	4.005	3.299
ENST00000258530	243.26	239.985	270.847	222.345	91.464	251.601	240.139	267.615
ENST00000547439	0	0	0	68.545	57.976	0	0	0
ENST00000539978	15.224	34.121	39.05	61.612	19.492	36.771	10.935	16.238
ENST00000547790	22.693	18.517	33.36	38.242	16.391	25.408	21.275	9.406
ENST00000546731	34.096	29.871	26.429	21.925	30.794	42.305	19.36	36.955
ENST00000551662	3.429	0	2.974	0	0	0	0	12.986
ENST00000553109	0	0	0	0	0	0	0	0
ENST00000548425	5.943	17.651	23.254	24.126	10.576	20.901	7.445	15.896
ENST00000547809	7.182	38.101	17.807	16.954	28.263	36.021	11.679	19.263
ENST00000552945	0	1.375	0	5.813	4.418	8.955	6.06	1.248
ENST00000549573	0	0	1.506	0	3.457	0	0	0
ENST00000549974	0	7.629	3.226	0	4.589	7.952	1.406	3.569
ENST00000550648	4.56	1.145	2.182	3.233	2.098	2.21	1.124	3.471
ENST00000546768	0	2.807	4.012	1.34	0	2.737	0	2.435
ENST00000553097	0	0	0	0	0	0	0	0
ENST00000549056	9.613	6.799	7.352	12.864	8.481	6.187	6.581	1.165
ENST00000649996	0	0	0	0	0	0	0	0
ENST00000264485	16.505	0	7.667	53.538	0	0	0	0
ENST00000351898	0	0	0	0	0	0	0	0
ENST00000639096	0	0	0	0	0	0	0	1
ENST00000638464	0	0	0	0	0	0	0	0
ENST00000514331	0	0	0	1.462	0	1	0	0
ENST00000512686	0	4.069	0	0	0	0	0	2.186
ENST00000340595	62.495	65.936	10.333	0	0	0	0	25.814
ENST00000425175	0	0	0	0	4	4	18	0
ENST00000476772	99.613	90.332	102.261	131.091	33.371	114.507	62.809	30.095
ENST00000372067	2651.437	2210.013	1821.043	3710.979	1091.058	1791.743	1436.506	1929.006
ENST00000324450	0	0	0	0	0	0	0	0
ENST00000417285	0	0	0	0	0	0	0	0
ENST00000413642	0	0	0	0	5.457	3.677	0	0
ENST00000372055	0	0	0	0	0	0	0	0
ENST00000482630	0	0	0	0	0	0	0	0
ENST00000425836	0	0	0	0	0	0	0	0
ENST00000372064	0	0	0	0	0	0	0	0
ENST00000372077	589.823	533.436	364.193	810.686	89.844	265.861	498.764	511.961
ENST00000519767	0	0	0	0	0	0	0	2.547
ENST00000520948	78.248	107.523	119.766	122.145	98.532	135.211	76.879	80.689
ENST00000518538	84.335	66.97	53.998	150.121	0	0	40.765	32.937
ENST00000523873	0	0	0	0	0	0	0	0
ENST00000523950	0	0	0	0	0	0	0	0
ENST00000512683	83.003	41.394	26.843	51.296	37.116	73.195	23.999	33.701
ENST00000457104	0	0	0	0	0	0	0	0
ENST00000518689	21.453	9.483	7.838	2.965	0	10.298	0	6.982
ENST00000523125	0	0	0	0	0	0	0	0
ENST00000518824	0	0	0	0	0	0	0	0
ENST00000230480	41.781	16.075	17.971	44.837	9.519	39.34	39.36	30.556
ENST00000480614	554.116	491.746	484.188	901.118	303.659	738.485	417.434	493.97
ENST00000520265	0	0	0	0	0	0	0	0
ENST00000497139	1094.007	849.411	923.941	1635.647	572.76	1149.329	554.811	808.406
ENST00000493786	74.232	64.962	69.741	119.622	42.296	98.323	21.056	64.176
ENST00000611736	0	0	0	0	0	0	0	0
ENST00000621747	0	0	0	0	0	0	0	0
ENST00000617771	0	0	0	0	0	0	0	0
ENST00000640653	0	0	0	0	0	0	0	0
ENST00000615393	0	0	0	0	0	0	0	0
ENST00000640482	0	0	0	0	0	0	0	0
ENST00000640499	0	0	0	0	0	0	0	0
ENST00000448305	6	14	0	0	0	0	0	0
ENST00000298845	0	0	3	0	0	0	0	0
ENST00000424550	0	0	0	0	0	8.684	0	0
ENST00000337425	0	0	0	10	0	72.022	0	23
ENST00000380365	0	0	0	0	0	0	7	0
ENST00000538527	0	0	0	0	0	0	0	0
ENST00000546329	0	0	0	0	0	4.293	0	0
ENST00000539349	0	0	1	0	0	0	0	0
ENST00000282570	655.822	753.034	808.329	739.034	465.409	581.307	796.359	673.928
ENST00000468386	2.347	0	0	0	0	1.327	3.293	3.689
ENST00000471404	26.831	44.989	29.033	28.106	7.591	36.137	23.358	21.944
ENST00000495047	0	1.977	2.154	1.819	0	5.23	0	1.439
ENST00000316824	0	0	0	3	0	0	0	0
ENST00000541285	147.961	82.664	8.086	116.703	48.307	32.044	79.461	41.302
ENST00000399138	4780.611	3463.331	3511.943	4786.197	2094.441	2317.72	3922.201	2474.686
ENST00000490106	509.262	877.554	909.22	1123.042	652.369	1234.086	998.953	807.164
ENST00000354883	80.296	152.769	191.776	173.9	121.699	126.676	151.846	161.136
ENST00000336733	210.492	200.218	290.323	234.299	134.396	219.566	232.914	169.838
ENST00000464350	9.153	23.235	27.762	23.413	25.085	23.576	21.736	25.867
ENST00000413054	1.779	2.024	17.091	7.434	12.004	6.815	1.89	7.669
ENST00000483224	17.981	21.806	11.297	11.779	15.015	17.715	8.005	13.241
ENST00000484768	0	6.788	2.052	7.76	3.625	2.09	7.883	0
ENST00000468709	146.715	49.795	114.377	113.857	185.232	96.218	110.543	84.335
ENST00000482452	2.878	0	0	3.62	0	0	3.189	0
ENST00000478047	79.176	88.804	71.817	44.902	88.478	79.997	41.5	50.314
ENST00000354105	652.042	894.286	928.598	836.579	629.697	624.187	928.542	730.586
ENST00000466955	11.717	10.237	0	10.723	10.253	18.67	7.624	19.261
ENST00000466408	16.063	18.319	14.904	16.22	25.906	17.792	12.463	9.035
ENST00000496796	13.792	8.427	16.597	0	11.053	2.595	6.112	0
ENST00000473842	42.789	17.261	26.937	12.372	6.285	8.703	14.629	17.699
ENST00000369085	32	81.024	46.264	82.89	244.155	245.558	180.769	29
ENST00000450186	0	0	4.736	2.11	1.845	8.442	5.231	0
ENST00000378061	38	38	59.707	43.814	22	28	40	36
ENST00000495685	0	0	0	1.648	0	0	0	0
ENST00000483014	0	0	5.166	1.538	0	0	0	0
ENST00000484196	0	0	1.128	0	0	0	1	0
ENST00000373884	160.708	145.495	176.719	174.298	96.942	122.634	132.519	147.188
ENST00000481387	1.443	0	1.357	0	0	0	0	0
ENST00000548458	5.029	0	5.327	0	0	21.926	5.46	5.414
ENST00000443585	1506.48	2514.617	2601.18	2406.244	1383.519	2001.863	2507.166	1467.655
ENST00000552457	124.043	158.152	230.139	180.501	0	78.298	195.894	84.22
ENST00000549893	6.318	1.055	3.187	9.712	2.122	9.609	4.304	7.563
ENST00000546866	16.459	31.669	47.228	42.133	15.483	46.19	26.632	20.528
ENST00000549934	2.167	9.755	10.153	4.766	0	3.934	2.25	4.833
ENST00000548336	199.831	432.365	523.219	69.843	256.638	297.085	303.638	313.789
ENST00000612117	142.383	262.897	205.463	281.262	182.239	207.095	140.189	150.367
ENST00000316286	43.683	63.224	9.282	96.964	24.415	20.34	77.993	76.866
ENST00000491431	106.317	107.776	198.718	238.036	105.585	124.66	156.007	124.134
ENST00000373583	0	0	24.067	0	60.484	0	66.452	80.679
ENST00000373573	131.671	79.173	183.965	117.317	0	15.551	79.795	0
ENST00000648850	0	0	0	0	0	8.667	0	0
ENST00000649097	38.452	47.919	32.173	47.368	7.093	27.43	13.562	40.539
ENST00000648452	0	0	0	0	0	0	0	0
ENST00000648855	0	0	0	0	20.778	29.615	0	0
ENST00000647886	0	0	12.19	3.071	0	0	0	0
ENST00000648459	0	72.089	0	61.918	18.174	104.547	50.61	34.604
ENST00000648504	0	0	0	0	0	0	0	0
ENST00000648939	0	9.894	18.365	0	44.214	0	0	0
ENST00000647654	17.029	4.548	0	0	0	9.364	8.367	6.996
ENST00000373589	0	0	0	0	0	0	0	10.355
ENST00000647859	65.262	92.248	110.817	107.105	62.01	86.301	51.534	70.357
ENST00000647980	11.153	0	0	0	0	0	0	0
ENST00000647594	0	0	7.864	3.485	14.246	0	15.198	30.435
ENST00000650604	0	0	0	0	0	0	0	0
ENST00000650477	0	20.738	14.104	0	0	0	0	0
ENST00000650076	2.803	13.189	0	0	0	0	0	16.315
ENST00000648731	0	0	0	0	0	0	0	0
ENST00000649181	24.978	0	0	0	0	0	16.059	73.325
ENST00000649274	0	0	0	0	0	0	0	0
ENST00000650471	0	0	0	0	0	0	0	0
ENST00000648276	0	1.412	1.486	0	0	0	0	0
ENST00000470998	2.122	1.125	0	1.697	0	1.778	0	0
ENST00000647641	73.87	97.992	92.787	118.909	59.56	83.657	32.977	88.657
ENST00000649543	28.64	44.976	22.892	25.959	0	17.386	4.261	23.163
ENST00000373568	0	0	0	0	0	0	0	0
ENST00000648139	0	0	0	5.407	0	0	0	0
ENST00000648834	0	0	0	0	2.36	0	12.564	0
ENST00000648711	0	0	0	0	0	0	0	0
ENST00000436675	0	0	0	0	0	0	0	0
ENST00000647606	0	2.64	0	0	0	0	0	0
ENST00000415409	0	4.152	0	0	0	10.758	0	0
ENST00000478743	3.19	4.976	12.196	10.671	0	6.485	4.99	5.177
ENST00000648298	0	0	0	0	0	0	52.115	0
ENST00000648870	0	18.452	0	0	38.928	56.855	0	29.885
ENST00000649116	0	0	0	0	0	0	0	0
ENST00000649752	26.493	24.339	59.23	44.363	8.273	39.609	0	0
ENST00000647718	16.331	28.899	18.192	26.948	20.9	39.517	24.261	30.793
ENST00000649242	0	5.458	3.929	4.798	4.601	0	0	0
ENST00000649518	0	0	0	0	0	0	0	0
ENST00000648285	0	0	0	0	0	0	0	0
ENST00000412342	4.138	6.642	0	9.587	0	0	5.171	9.227
ENST00000373571	14.785	13.51	16.046	14.75	20.187	16.815	7.492	18.707
ENST00000648962	0	0	0	0	0	0	0	0
ENST00000439122	0	0	17.337	0	0	6.278	0	0
ENST00000648158	35.321	32.987	39.327	32.852	56.54	33.939	17.92	44.257
ENST00000648036	0	0	0	0	0	0	0	0
ENST00000650126	30.948	28.269	0	0	0	0	0	0
ENST00000647974	0	16.867	50.018	51.316	83.114	47.567	82.875	43.231
ENST00000373560	0	0	0	2.001	0	0	0	0
ENST00000373559	0	0	0	0	0	0	0	0
ENST00000648577	39.592	41.873	51.586	55.89	72.74	65.291	39.385	39.263
ENST00000421523	0	0	0	0	4.108	0	0	0
ENST00000648101	0	0	3.824	0	0	1.413	0	1.322
ENST00000650636	1.705	3.985	5.683	10.823	17.299	5.605	7.132	8.231
ENST00000373554	0	1.802	13.905	10.073	2.35	3.922	2.563	13.3
ENST00000373556	17.24	19.095	21.675	22.55	7.644	20.036	30.654	0
ENST00000444609	0	0	0	0	0	0	0	0
ENST00000486704	1.523	1.169	0	1.316	2.56	5.062	1.349	2.72
ENST00000572887	33.96	24.17	0	7.437	0	0	0	0
ENST00000574309	33.604	18.792	33.173	0	17.841	18.707	51.721	26.808
ENST00000571288	8.662	6.142	5.167	4.001	8.102	7.339	7.09	16.602
ENST00000576145	0	0	6.244	0	4.916	1.627	6.737	1.766
ENST00000573922	0	0	0	0	0	1.882	0	0
ENST00000572003	6.649	1.641	4.435	6.472	5.533	3.622	7.042	3.312
ENST00000573843	0	1.124	1.279	0	0	0	2.065	1.922
ENST00000571392	55.097	51.933	77.317	83.114	64.773	75.766	58.179	70.851
ENST00000219240	210.902	345.493	366.893	391.793	313.95	302.227	470.086	406.354
ENST00000392432	4.146	61.718	23.373	57.837	60.125	25.292	45.266	42.559
ENST00000432352	4.822	0	22.011	0	10.91	36.079	17.023	10.904
ENST00000477651	35.059	56.442	51.542	87.491	39.642	60.41	62.537	76.872
ENST00000381975	71.202	0	54.869	0	0	54.161	0	0
ENST00000347147	0	91.792	0	64.779	60.971	0	0	0
ENST00000476750	30.746	25.188	44.502	47.333	45.672	54.073	14.486	41.252
ENST00000473092	0	0	0	0	0	0	0	0
ENST00000452358	0	0	0	2.007	0	2.473	0	0
ENST00000429560	0	0	0	0	0	0	0	0
ENST00000419280	3.369	0	10.492	1.536	10.649	11.153	5.412	5.23
ENST00000467284	0	4.396	5.239	3.207	3.137	1.041	4.439	5.796
ENST00000494894	0	0	11.864	0	1.98	3.074	0	10.956
ENST00000330115	23.655	22.463	26.66	27.81	28.184	41.245	12.726	17.432
ENST00000430601	0	0	2.611	0	7.731	0	3.113	0
ENST00000525971	2	0	3	2	2.383	3.326	4	2.102
ENST00000529408	0	2.002	2.002	2	1.617	2.677	1	5.9
ENST00000393212	0	0	0	0	0	0	0	0
ENST00000393217	0	0	0	0	0	0	0	0
ENST00000533414	0	0	0	0	0	0	0	0
ENST00000528777	0	0	0	0	0	0	0	1
ENST00000526363	0	0	0	0	0	0	0	0
ENST00000602731	0	0	0	0	0	0	0	0
ENST00000490638	10.056	12.479	11.18	21.063	5.902	15.025	55.853	2.05
ENST00000475323	44.809	102.731	106.197	107.797	123.863	141.914	155.403	115.395
ENST00000378387	222.035	312.93	289.686	371.751	206.531	230.256	366.81	347.788
ENST00000490970	60.585	57.748	87.402	103.409	21.369	39.267	122.516	71.127
ENST00000488918	0	7.44	9.257	0	0	11.942	11.711	13.594
ENST00000468876	25.261	44.585	61.903	45.107	18.262	30.516	53.486	38.807
ENST00000461830	31.408	50.372	51.023	20.912	29.051	22.322	13.256	17.832
ENST00000367667	62.752	124.07	218.068	126.116	122.94	97.614	242.851	134.501
ENST00000367669	541.598	505.873	576.755	542.879	283.241	308.397	431.698	383.354
ENST00000367666	279.99	364.105	356.097	446.443	292.022	392.442	433.525	309.177
ENST00000649803	0	0	0	0	0	0	0	36.79
ENST00000482305	8.618	6.311	5.22	10.674	7.141	8.376	6.803	8.672
ENST00000308769	174.53	98.646	122.793	88.39	97.106	66.819	126.342	47.899
ENST00000459744	2.693	5.196	4.597	4.687	0	0	3.126	0
ENST00000498306	0	0	0	0	0	0	0	0
ENST00000491600	0	0	0	1.758	0	0	0	0
ENST00000474194	12.426	6.428	9.708	23.155	13.492	11.412	47.4	8.893
ENST00000503219	1.564	5.739	1.737	7.184	1.762	7.129	11.08	0
ENST00000512131	26.548	35.428	31.557	58.506	33.629	54.361	0	38.361
ENST00000503393	836.174	39.61	1091.835	1675.803	617.029	0	605.748	812.748
ENST00000510193	0	3.037	0	2	1	1	2	1.005
ENST00000511237	0	0	2.581	0	0	0	0	0
ENST00000510074	3.184	0	0	0	0	0	3.059	0
ENST00000504294	0	5.529	1.784	0	0	0	4.618	0
ENST00000508385	116.113	85.421	78.381	159.157	41.245	41.397	59.714	92.838
ENST00000513020	35.514	7.616	14.988	44.372	14.187	39.037	12.048	35.265
ENST00000511663	116.523	0	0	154.173	41.608	92.494	0	97.552
ENST00000512014	1.849	0	0	0	0	0	0	1.606
ENST00000513095	4.48	1.403	2.796	0	0	2.806	1.329	4.29
ENST00000502260	0	5.876	3.473	4.871	1.62	1.332	5.094	1.392
ENST00000435136	1340.048	1415.336	1016.917	1242.92	1345.811	2060.667	1063.475	1378.27
ENST00000511185	0	63.359	98.625	0	0	0	130.144	0
ENST00000508338	2	3.5	2.001	3	2.001	5.003	0	2
ENST00000511747	343.214	167.162	343.334	302.411	109.059	246.394	427.326	142.459
ENST00000509677	2.249	3.798	7.191	3.154	0	10.785	2.959	0
ENST00000515737	14.15	28.26	107.751	57.978	0	0	23.569	0
ENST00000356331	0	0	0	0	52.715	0	0	21.24
ENST00000506932	0	0	0	3.528	7.133	7.206	6.658	9.174
ENST00000515183	0	2.203	2.663	0	5.497	0	13.042	0
ENST00000505941	82.227	59.248	103.314	122.411	54.167	84.974	70.363	87.124
ENST00000510204	66.375	40.557	89.271	132.196	41.305	105.291	63.223	58.063
ENST00000515802	111.74	184.632	134.06	216.65	23.253	86.954	0	34.603
ENST00000504450	1.109	3.576	7.099	3.197	4.572	7.25	4.995	3.193
ENST00000513069	79.477	52.015	133.597	173.683	99.282	109.566	93.885	138.813
ENST00000452765	11.896	12.078	30.832	17.358	0	20.681	18.281	20.545
ENST00000394252	0	32.518	20.423	0	3	5	2	31
ENST00000614691	0	3.482	4.592	0	0	0	0	0
ENST00000373657	21.695	38.146	31.157	54.8	14.815	0	107.303	44.539
ENST00000334463	228.367	311.854	386.843	379.257	220.185	219	891.697	357.652
ENST00000305783	100.15	97.231	131.175	114.2	35.42	91.887	139.612	91.124
ENST00000482446	10.437	0	54.122	64.581	0	0	0	5.917
ENST00000466544	8.304	51.316	0	59.607	45.353	59.226	64.029	36.621
ENST00000486103	8.356	9.717	30.519	13.724	11.73	25.536	21.95	12.414
ENST00000484257	3.283	0	1.948	6.42	3.967	0	0	1.53
ENST00000589113	0	0	0	0	0	0	0	0
ENST00000493737	10.234	16.798	10.064	11.176	1.795	13.833	3.344	4.411
ENST00000586083	28.639	45.333	43.83	59.435	25.294	55.972	19.568	35.974
ENST00000477207	5.599	13.416	8.341	23.842	9.442	11.503	19.459	8.01
ENST00000647613	6.837	2.99	0	9.924	0	4.766	0	0
ENST00000648922	0	0	3.014	0	1.84	0	1.714	0
ENST00000425354	167.634	66.452	56.124	60.415	0	70.804	53.462	67.603
ENST00000338561	46.066	37.732	32.239	35.003	0	11.729	45.402	34.886
ENST00000543726	3.886	5.902	5.594	0	5.507	0	2.626	3.307
ENST00000543762	0	0	0	0	0	0	0	0
ENST00000550265	10.61	4.88	0	4.288	0	3.621	0	0
ENST00000548317	0	0	0	4.232	3.031	0	0	2.938
ENST00000551580	0	1.283	0	0	0	0	0	1.367
ENST00000548284	0	0	3.308	1.19	0	1.562	0	1.807
ENST00000546717	0	0	0	0	0	0	0	0
ENST00000551158	0	0	1.28	0	0	0	0	0
ENST00000550362	0	0	0	0	0	0	0	0
ENST00000550721	0	0	0	0	0	0	0	0
ENST00000550350	0	1	0	0	0	2.09	0	0
ENST00000551501	0	0	0	2.24	0	0	0	3.365
ENST00000546377	0	0	0	0	0	0	0	0
ENST00000549859	0	0	0	0	0	0	0	0
ENST00000552901	0	0	0	0	0	0	0	1.077
ENST00000394426	0	65.75	69.463	117.633	59.462	68.195	74.569	71.649
ENST00000591035	0	5.25	1.019	2.135	0	1.034	3.105	0
ENST00000551946	0	0	0	2.252	0	0	0	0
ENST00000550412	29.73	126.288	77.532	122.45	133.371	67.755	78.913	140.38
ENST00000257899	0	0	0	0	0	0	0	0
ENST00000549424	0	0	0	0	0	0	0	0
ENST00000285979	1.662	0	15	4	0	0	5	3
ENST00000339022	3.338	1.678	0	0	1	0	0	0
ENST00000376462	0	0	0	0	0	0	4.208	0
ENST00000481700	0	0	1	0	0	0	0	0
ENST00000636305	0	0	0	0	0	0	0	0
ENST00000376456	87.513	98.926	28.981	49.924	30.74	0	0	0
ENST00000376454	0	219.511	123.341	0	30.205	0	0	0
ENST00000635504	4.708	0	0	0	0	0	0	2.557
ENST00000438429	19.668	0	0	0	0	0	0	0
ENST00000307544	85.43	15.136	0	4.76	2.759	0	5.789	8.301
ENST00000396446	88.715	6.688	7.702	19.341	0	0	0	8.707
ENST00000396445	50.893	190.307	106.149	14.819	96.27	28.105	10.328	0
ENST00000376451	588.39	0	0	247.599	149.909	91.666	111.749	77.977
ENST00000460373	1.419	0	1.269	0	0	0	0	0
ENST00000635163	0	0	0	0	0	0	0	0
ENST00000492009	64.273	24.006	25.63	36.642	24.819	12.716	10.382	12.129
ENST00000458595	847.151	0	71.213	258.55	0	81.277	104.624	143.33
ENST00000376452	28.28	56.484	25.213	56.364	209.301	12.414	65.919	0
ENST00000430453	0	0	29.502	0	0	0	0	0
ENST00000595633	1.759	24.06	30.043	11.043	10.947	27.366	31.301	12.236
ENST00000596916	0	0	0	0	27.268	0	0	0
ENST00000602076	3.549	19.071	10.809	9.151	14.821	15.815	17.607	23.067
ENST00000602226	0	0	0	0	0	0	0	0
ENST00000598175	0	0	0	0	0	0	0	0
ENST00000597577	4.153	7.634	5.683	11.694	0	4.914	10.451	0
ENST00000594845	4.656	0	0	7.831	0	2.584	1.858	0
ENST00000593629	91.148	141.756	118.595	191.867	75.559	184.798	183.913	177.805
ENST00000598889	0	10.024	0	11.533	5.481	2.011	9.746	0
ENST00000600875	13.213	26.234	11.014	53.943	0	27.141	56.268	18.875
ENST00000596651	0	0	0	0	0	0	0	0
ENST00000262265	972.106	988.276	1103.434	1065.552	1018.347	826.265	1290.767	897.598
ENST00000596049	15.991	0	0	6.416	0	0	0	0
ENST00000601807	0	0	0	18.384	0	0	0	0
ENST00000601053	16.311	13.439	19.307	18.913	0	42.077	39.265	0
ENST00000596895	18.21	31.914	32.872	37.403	15.202	50.557	32.959	30.855
ENST00000595516	6.565	25.091	0	0	0	0	0	0
ENST00000599366	0	0	0	0	1.88	8.626	6.866	0
ENST00000597415	6.948	0	9.806	9.214	6.504	4.927	12.617	0
ENST00000593900	55.939	67.465	74.452	109.748	41.956	84.98	89.16	74.566
ENST00000595074	72.622	149.148	144.771	246.669	108.248	215.879	176.708	134.941
ENST00000599791	22.815	39.776	22.858	45.528	15.477	33.251	58.9	28.206
ENST00000601825	0	1.316	0	3.404	0	0	0	1.331
ENST00000595550	16.306	29.978	40.795	30.687	25.631	56.986	63.302	35.792
ENST00000620243	0	0	0	0	0	0	0	0
ENST00000388931	0	0	0	0	3.736	0	4.453	0
ENST00000412566	0	0	0	0	0	9.456	0	0
ENST00000620716	4	0	0	7.195	0	0	0	13.598
ENST00000611378	0	0	0	0	0	0	0	0
ENST00000610325	5	12.519	15.31	3.805	6	15.544	3.547	8.402
ENST00000622761	0	6.481	5.69	0	7.264	0	0	0
ENST00000464755	0	1.454	0	0	0	0	0	0
ENST00000312960	1544.264	857.944	1304.411	1694.548	330.993	625.428	1006.238	913.281
ENST00000482706	0	0	0	2.257	0	2.568	0	1.88
ENST00000472885	18.204	5.056	11.156	14.196	2.007	2.004	1.001	4.044
ENST00000373894	47.562	0	11.47	69.205	0	5.765	6.432	63.73
ENST00000548116	0	0	0	7.015	0	0	0	0
ENST00000411604	3.438	0	0	0	0	0	0	0
ENST00000373888	0	6.525	5.997	23.78	2	5.235	1.568	34.154
ENST00000466793	0	0	0	0	0	0	0	1.116
ENST00000549094	0	8.475	2.532	0	0	0	0	0
ENST00000265245	852.969	1348.116	1399.781	1421.297	1008.033	889.61	1733.899	1109.151
ENST00000475763	11.769	10.778	12.062	13.446	22.447	9.461	7.555	23.049
ENST00000460584	30.849	83.887	115.599	102.369	74.163	50.921	137.626	61.66
ENST00000437613	9.208	0	0	0	18.373	0	0	0
ENST00000466391	49.268	66.666	71.501	68.458	65.552	61.32	64.986	42.759
ENST00000461343	0	0	19.34	15.198	0	3.299	19.726	4.011
ENST00000427461	8.833	7.553	7.35	15.626	6.372	7.098	1.676	3.538
ENST00000480853	3.034	2.002	1.009	2.896	4.029	0	5.022	2.006
ENST00000378357	7.673	1.916	0	29.246	42.312	7.186	681.65	4
ENST00000493245	5.025	3.365	0	0	12.281	0	163.14	0
ENST00000485665	0	0	0	0	0	0	1.439	0
ENST00000617161	0	0	1	0	0	0	0	0
ENST00000569170	0	0	0	0	0	0	0	0
ENST00000562308	0	0	0	0	0	0	0	0
ENST00000565169	0	0	1	0	0	0	0	0
ENST00000337233	378.671	172.638	405.35	339.854	129.003	386.235	109.269	258.188
ENST00000359949	55.158	16.158	26.248	11.744	0	66.281	65.637	57.961
ENST00000543430	34.89	22.541	23.172	14.183	39.337	64.361	13.994	25.037
ENST00000540930	14.222	9.426	0	18.928	0	0	0	0
ENST00000543318	0	0	0	0	0	0	0	0
ENST00000499638	111.101	66.733	108.186	91.658	75.029	183.089	47.58	106.883
ENST00000543984	101.681	115.803	59.187	133.243	113.182	168.407	108.641	107.595
ENST00000538701	0	0	0	0	1.482	6.984	3.926	2.461
ENST00000542067	39.778	0	0	0	0	0	0	0
ENST00000541187	15.475	1.525	6.343	11.92	7.196	22.282	8.124	12.615
ENST00000538417	14.771	20.103	16.382	34.421	13.066	22.998	16.929	10.854
ENST00000314442	139.675	79.465	98.146	125.921	117.502	187.898	75.788	87.282
ENST00000397924	2.418	17.477	7.219	0	0	17.494	2.37	0
ENST00000543171	0	0	0	0	0	0	0	0
ENST00000355396	44.418	68.54	61.613	120.969	0	0	0	57.605
ENST00000374270	349.733	315.142	430.076	350.259	164.339	199.45	159.9	475.877
ENST00000374264	21.156	49.688	57.84	31.357	57.946	29.567	5.238	59.124
ENST00000475283	22.048	21.386	48.372	22.741	31.285	27.983	10.652	75.942
ENST00000529933	0	0	0	0	0	0	0	1.313
ENST00000415074	0	0	1.651	1.369	0	0	0	0
ENST00000528773	0	0	0	0	0	0	0	0
ENST00000532348	0	0	0	0	0	0	0	1.245
ENST00000482851	2.644	5.243	10.448	1.305	1.431	0	1.132	1.068
ENST00000374263	0	0	0	0	0	0	17.078	0
ENST00000634495	8.28	11.954	14.801	21.372	12.879	17.963	19.51	10.629
ENST00000251157	0	0	0	0	0	0	0	0
ENST00000454575	165.946	0	0	0	240.27	0	93.142	0
ENST00000635348	3.292	15.604	8.07	13.899	4.237	9.726	6.284	15.422
ENST00000635983	12.689	11.042	25.902	13.026	14.616	11.483	14.273	20.644
ENST00000340370	312.529	322.845	405.735	213.591	266.307	244.65	62.315	0
ENST00000637255	93.98	433.02	458.085	367.162	228.739	237.87	311.274	395.95
ENST00000634264	0	0	0	0	0	0	0	0
ENST00000635123	455.656	322.648	318.838	507.532	0	0	626.856	516.914
ENST00000635253	0	0	0	0	0	0	0	0
ENST00000637306	0	0	0	0	0	0	0	0
ENST00000489185	0	4.649	4.845	7.033	1.368	16.541	6.218	10.148
ENST00000467758	0	5.473	0	1.24	1.197	2.768	1.241	0
ENST00000637487	0	1.235	0	0	0	0	1.008	0
ENST00000635088	0	0	0	0	0	0	0	0
ENST00000637839	0	0	1.226	1	0	0	1.001	0
ENST00000638042	0	0	0	0	0	0	0	0
ENST00000636370	0	0	0	0	0	0	0	0
ENST00000636746	0	0	0	0	0	0	0	0.892
ENST00000637735	0	0	0	0	0	0	0	0
ENST00000637208	5.048	27.365	12.989	17.848	16.337	25.602	10.734	36.715
ENST00000479983	1.059	11.242	7.834	3.441	5.808	2.158	0	6.678
ENST00000637144	0	0	0	0	0	0	0	0
ENST00000635286	0	0	0	0	0	0	0	0
ENST00000634929	0	0	10.578	0	0	0	0	0
ENST00000634652	0	0	0	0	0	0	0	0
ENST00000635027	8.855	0	0	0	0	0	0	0
ENST00000637431	0	0	0	0	0	0	0	0
ENST00000634223	18.011	16.411	7.058	3.634	0	7.453	0	15.95
ENST00000404627	40.864	56.804	75.786	46.918	73.968	33.265	35.827	59.554
ENST00000614472	0	0	0	0	0	0	0	0
ENST00000637227	0	0	0	0	0	0	0	0
ENST00000464312	0	0	3.813	3.273	4.626	1.876	1.935	0
ENST00000635827	2.954	4.725	1.431	1.38	2.852	1.388	4.596	3.141
ENST00000634912	0	1.029	0	0	1	0	1.006	1.008
ENST00000636167	0	0	0	0	0	0	0	0
ENST00000636635	3.174	2	1.876	0	8	1	2	3
ENST00000480405	0	0	0	0	0	0	0	0
