JL5-1	JL5-2	JL5-3	JL12-1	JL12-2	JL12-3	MADV1	MADV2	MADV3	MADC1	MADC2	MADC3	808-1	808-2	808-3	MD1-1	MD1-2	MD1-3	MD5-1	MD5-2	MD5-3
ENST00000616306	0	1	1	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	3	0
ENST00000265616	203.46	166.531	444.936	117.638	219.848	163.619	545.35	405.346	368.001	342.95	296.543	390.842	244.667	227.879	372.182	383.083	470.993	354.214	256.408	231.143	241.036
ENST00000380154	122.853	175.339	217.613	167.026	274.805	157.685	210.837	216.091	203.974	132.072	227.415	190.64	109.267	120.901	221.914	106.597	104.286	158.432	130.684	193.258	112.853
ENST00000341403	5.131	5.419	25.442	6.156	0	0	20.417	13.646	32.791	22.639	13.328	22.619	9.215	22.831	36.862	10.654	20.804	19.618	35.852	5.823	18.43
ENST00000615729	24.63	3.292	10.21	14.991	16.484	7.744	39.726	72.316	34.299	24.684	13.515	44.816	0	15.552	18.109	30.648	39.549	12.489	0	31.544	26.367
ENST00000518059	0	0	0	0	0	1.071	6.162	0	1.114	0	0	1.141	0	0	0	0	0	0	0	0	0
ENST00000620706	7.928	20.42	18.799	9.189	15.869	3.881	1.509	36.602	12.558	2.979	21.244	7.942	4.852	8.838	7.932	7.701	17.368	35.279	7.219	11.211	1.314
ENST00000613013	0	0	0	0	0	0	0	0	1.392	0	1.325	0	0	0	0	0	0	0	0	0	0
ENST00000303436	18058.119	17525.528	14344.615	15152.069	13366.981	16008.65	15213.62	20126.777	16259.319	14718.855	14024.031	14663.436	18705.212	13361.755	15857.991	16031.125	16636.743	18377.263	11607.57	11666.892	13391.236
ENST00000496292	41.81	29.018	26.675	49.428	41.799	16.03	40.556	0	40.445	33.909	3.883	4.001	18.515	37.253	4.26	3.936	24.175	17.766	0	0	0
ENST00000489843	63.536	41.314	60.724	53.881	59.556	42.53	98.169	94.666	50.657	86.261	75.634	22.482	67.172	121.113	63.4	75.437	26.807	38.057	52.737	87.543	11.116
ENST00000486310	852.356	751.741	779.383	782.735	587.106	896.19	767.774	943.545	953.606	593.498	614.93	749.183	464.708	361.503	822.717	803.478	819.674	685.777	372.826	758.477	548.79
ENST00000483848	6.726	1.546	3.04	0	1.407	0	7.009	1.457	0	2.964	6.157	1.379	7.534	1.354	7.119	0	0	0	0	0	0
ENST00000463880	101.308	90.126	41.285	81.517	39.135	80.765	78.221	124.388	88.727	73.53	53.105	48.644	62.475	70.616	61.098	54.482	45.789	62.595	78.393	46.77	44.349
ENST00000493378	1645.636	1561.98	1665.88	1480.364	1169.553	1443.809	1189.063	2037.628	2176.979	934.303	1220.517	1333.803	1519.372	1179.571	1152.538	1234.681	1361.325	1388.144	1167.21	939.006	1203.633
ENST00000495354	5.001	1.342	0	1.298	0	2.498	1.12	3.905	3.113	1.254	1.478	4.13	2.773	0	0	1.238	3.034	1.724	2.844	0	0
ENST00000488156	2	0	0	0	2.017	0	1.001	0	1.041	0	1.023	0	0	0	0	0	0	0	0	1.002	2.047
ENST00000334128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000428798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000382489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000453435	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000529615	244.796	176.641	130.273	154.471	139.332	104.043	107.654	154.319	204.065	95.908	176.515	144.777	107.917	70.568	119.022	140.766	101.033	119.83	133.362	40.95	66.909
ENST00000328697	2465.674	2731.122	2333.594	2063.393	3382.845	2034.757	2527.187	3505.731	2725.865	1574.978	3096.981	2204.138	2047.291	2021.602	1929.198	1530.236	1818.284	1878.751	1432.597	1501.15	1571.069
ENST00000317945	285.997	304.535	261.133	212.307	244.885	217.318	194.161	295.565	210.41	171.648	198.27	183.274	171.74	154.849	134.493	156.41	132.97	153.418	202.044	215.867	188.753
ENST00000402775	0	0	0	25.076	0	0	1	8.013	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000307486	3.177	0	11.572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000388934	69.85	35	64.428	18.924	5	17	0	2.987	44	2.226	28.002	24	0	0	0	7	6	23	0	0	0
ENST00000414499	0	0	0	0	0	0	0	0	0	1.774	0	0	0	0	0	0	0	0	0	0	0
ENST00000454476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000291906	2562.704	2808.05	1993.892	2094.921	2581.725	3025.441	2358.762	3867.413	3125.571	3367.983	3409.379	2505.035	3415.089	3084.79	2176.585	2300.796	3033.896	2640.392	3264.852	2786.055	3615.414
ENST00000483521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000485301	7.337	0	15.108	2.339	7.431	18.25	14.797	0	8.189	8.058	22.41	6.982	2.597	1.97	20.636	3.194	15.801	2.109	0	17.092	15.597
ENST00000373606	1311.454	1590.554	1435.222	1348.118	1514.396	2070.811	1418.985	2263.733	1748.157	1351.322	1503.1	1294.689	1448.426	1333.276	1423.093	1606.157	1706.89	1863.167	1445.494	1379.94	1661.869
ENST00000397150	0	0	2.247	1.066	0	0	0	3.651	0	0	5.808	0	0	0	2.485	1.097	1.1	0	3.398	0	0
ENST00000397152	2018.795	1679.414	1604.329	1476.102	1222.719	1292.392	1351.284	1972.495	1884.274	912.526	1243.787	1468.873	1533.114	796.885	788.64	1378.395	1450.445	1716.655	845.801	1011.969	1192.56
ENST00000373605	93.808	37.347	24.094	76.13	72.169	27.613	70.512	104.412	83.283	24.856	57.277	51.202	31.719	2.655	44.042	34.614	56.647	31.382	46.695	37.414	24.184
ENST00000397151	19.66	23.594	16.107	13.135	20.716	9.203	37.161	26.832	26.356	2.295	0	2.235	24.377	9.261	5.725	2.47	12.857	15.778	12.616	2.325	9.406
ENST00000563594	225.896	265.823	337.041	123.998	220.234	144.228	155.785	299.299	240.153	208.974	288.348	355.084	195.762	284.636	64.348	199.111	266.527	287.005	207.203	234.006	249.33
ENST00000567999	29.463	35.652	0	6.108	0	0	0	0	0	0	0	0	0	141.484	0	0	40.284	0	0	0	39.224
ENST00000566079	2.371	0	8.945	2.478	1.184	0	0	4.6	2.505	1.153	1.135	2.411	6.216	2.598	1.172	0	0	2.468	0	3.931	1.189
ENST00000561784	31.007	25.554	49.343	33.674	40.238	40.05	49.137	88.992	39.267	31.459	24.696	86.906	47.303	52.625	44.281	28.294	48.78	30.618	37.132	18.281	21.984
ENST00000566820	5.799	2.55	2.427	0	0	0	0	0	11.345	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000562578	8.083	12.873	6.368	0	1.792	6.405	3.887	11.557	4.605	10.945	0	4.187	4.945	0	0	1.876	4.436	4.398	0	0	5.699
ENST00000561741	14.194	10.298	15.734	4.459	15.093	9.44	6.936	16.509	5.594	4.385	10.779	18.047	5.265	15.476	6.21	12.219	18.325	6.555	2.379	0	18.819
ENST00000268676	1180.863	1808.249	825.362	1440.02	1267.942	1237.128	1568.134	2935.25	1173.483	1968.979	1822.976	1494.763	1318.556	1694.753	1169.569	1066.508	768.171	488.405	1046.203	932.258	1693.656
ENST00000562986	15.37	62.577	13.839	35.754	12.68	39.22	21.875	34.777	21.233	6.536	14.846	14.196	7.873	20.453	14.933	21.704	15.157	45.899	21.757	11.642	6.577
ENST00000569453	2.034	1.97	0	0	7.867	7.706	2.55	23.495	4.815	0	18.092	0	0	0	0	0	15.777	0	0	0	0
ENST00000568096	0	0	0	0	0	1.161	0	0	0	0	0	3.869	0	0	0	0	0	0	0	0	1.25
ENST00000567243	0	1.223	0	0	0	2.605	0	0	0	0	0	0	1.213	0	0	1.206	0	0	0	0	0
ENST00000567884	0.953	5.824	1.614	0	8.342	0	3.395	2.351	2.333	1.097	5.661	0	1.082	3.082	1.087	2.269	1.102	0	0	8.797	0
ENST00000569803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.688	0	0	0	0	0	0
ENST00000569061	5.487	0	6.591	0	0	5.42	1.192	0	0	3.948	1.364	0	0	7.67	0	0	0	1.852	2.752	0	5.432
ENST00000418391	466.593	659.825	411.037	419.356	588.212	420.863	442.995	457.66	444.921	649.259	371.284	512.09	303.038	486.49	382.374	430.449	423.813	457.513	353.188	395.828	311.059
ENST00000561959	0	1.473	0	3.425	0	0	1.453	0	0	1.452	0	0	0	3.875	0	1.542	0	0	0	0	0
ENST00000567874	0	0	2.932	0	0	3.067	0	0	0	0	0	0	7.432	0	0	0	0	0	0	0	0
ENST00000570182	1258.814	878.037	1537.89	603.015	966.193	857.303	858.752	691.321	1334.039	950.541	1535.538	1076.527	1668.176	800.323	636.976	792.108	1295.025	1677.816	1337.6	1287.016	1037.671
ENST00000563795	337.203	414.638	534.55	185.115	480.42	509.439	313.487	639.873	430.627	200.585	604.058	478.308	341.297	456.155	256.414	313.356	499.951	431.335	465.533	341.202	325.412
ENST00000564836	0	0	2.112	0	0	2.125	3.158	2.244	1.042	2.119	1.063	2.093	0	2.126	1.027	0	4.252	3.088	3.156	0	1.045
ENST00000568760	0	3.178	11.012	4.222	5.557	1.336	11.719	6.721	7.591	2.122	5.364	11.348	1.04	2.095	4.332	5.29	2.124	3.18	2.185	12.644	1.045
ENST00000562044	40.862	40.44	33.523	30.706	22.6	20.037	23.711	9.201	20.343	20.498	15.618	10.281	23.929	13.641	6.78	17.581	14.47	6.488	14.269	11.435	14.413
ENST00000563848	3.528	4.455	0	3.785	0	21.155	0	0	1.972	0	5.311	0	0	10.961	1.657	0	0	0	6.056	0	0
ENST00000563805	6.384	9.617	7.045	4.794	6.427	3.039	7.703	12.43	5.501	4.71	16.813	1.434	4.284	5.242	7.446	2.829	3.028	7.719	0	5.856	3.05
ENST00000562163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000564379	185.409	225.551	190.333	242.753	182.069	200.895	132.158	321.202	203.604	256.476	283.429	237.41	238.494	222.186	162.857	164.879	168.177	81.404	205.236	135.242	295.27
ENST00000610455	1166.555	944.098	987.761	957.91	881.386	928.035	936.261	1206.819	1024.616	831.6	507.738	759.709	792.779	157.779	533.226	725.09	722.106	855.494	465.691	433.828	686.156
ENST00000617948	0	0	9.199	0	43.089	0	75.465	0	0	27.183	0	0	0	0	42.01	10.106	0	0	0	0	0
ENST00000318351	5	12	5	10	3	7	3	6	11	0	11	4	5	0	2	1	1	1	3	1	2
ENST00000335633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000335674	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0
ENST00000435856	3144.642	4258.181	4354.967	1742.241	1431.456	2240.499	2797.802	2332.396	2746.778	8854.253	1170.235	2293.074	17488.275	6185.287	8102.392	2719.467	1416.509	524.997	6836.647	4806.312	6826.495
ENST00000446599	110.019	188.964	183.583	52.166	58.544	72.835	122.43	86.604	69.934	224	38.009	71.983	270.587	25.696	111.011	0	0	0	121.527	87.417	109.518
ENST00000589488	558.205	678.651	963.751	555.227	1137.077	427.7	1378.359	1255.425	536.643	1764.169	864.296	772.18	436.37	895.535	798.604	499.128	404.797	322.478	682.374	448.17	843.942
ENST00000250237	2089.299	2402.216	2227.576	1712.672	2578.487	1694.166	3165.089	3321.647	2538.711	2736.612	2563.137	3090.629	2427.94	1976.219	2245.19	2048.628	2162.169	2250.068	1715.159	2026.868	2168.119
ENST00000585885	8.066	25.628	14.875	6.028	0	5.9	15.553	15.584	3.319	5.095	17.24	11.836	7.188	0	4.67	9.233	3.916	8.347	3.668	1.69	5.208
ENST00000590705	3.877	17.35	69.38	9.838	33.587	25.749	91.081	63.085	15.045	77.339	46.36	114.968	18.793	42.338	86.245	48.901	61.893	56.996	45.701	52.382	59.195
ENST00000421333	31.164	11.184	67.607	30.936	58.79	33.118	58.306	89.037	52.16	88.797	40.928	45.222	35.378	62.351	117.044	51.402	42.542	20.07	16.431	64.637	73.048
ENST00000587599	21.173	14.123	10.098	24.595	18.269	23.191	9.991	49.759	24.071	26.469	28.961	16.389	4.671	9.755	8.378	19.948	11.049	20.68	12.332	22.69	10.938
ENST00000592254	1.473	7.646	8.447	4.713	3.015	4.632	3.625	6.924	3.029	8.901	7.735	20.603	6.097	5.219	10.687	1.382	11.742	8.096	4.557	8.563	12.197
ENST00000591643	0	0	0	0	0	0	1.012	3.044	1.103	1.012	1.006	0	0	1.017	1.012	0	1	0	3.207	0	0
ENST00000587861	365.404	374.043	342.495	320.692	578.865	618.436	365.931	705.101	523.483	392.246	505.583	511.863	288.008	310.204	351.888	232.455	199.94	275.625	386.876	480.68	632.369
ENST00000592376	2.757	8.22	3.267	2.298	0	6.794	2.544	4.18	5.05	5.501	9.362	2.96	3.994	6.473	2.225	2.484	3.735	5.853	0	3.161	8.376
ENST00000587500	14.468	17.607	17.464	12.009	19.883	12.265	34.876	15.605	12.951	36.406	17.351	21.468	14.395	18.376	29.763	11.024	18.939	18.093	11.281	13.833	26.804
ENST00000592531	0	0	1.069	0	0	1.09	1.139	1.097	0	0	0	0	0	0	0	0.785	0	0	0	0	0
ENST00000372663	2375.555	2545.892	2109.303	2290.702	2169.255	2012.871	2571.608	2854.303	2256.405	2180.265	2589.834	1882.462	1778.915	1674.954	1850.434	1477.235	1782.115	2081.476	1548.704	1536.055	1780.951
ENST00000372667	2.409	2.404	0	0	0	6.85	0	3.547	0	0	0	0	0	0	0	10.364	0	0	0	0	6.3
ENST00000467312	54.436	59.513	93.14	50.299	55.101	45.247	85.029	92.595	58.73	65.873	47.374	41.355	41.767	39.39	55.036	34.595	57.593	33.363	31.031	45.289	50.054
ENST00000452105	0	0	0	0	5.49	4.525	2.032	2.301	1.913	7.99	3.064	0	4.836	0	0	2.018	11.872	0	0	3.069	5.648
ENST00000406904	9.695	5.679	1.556	0	8.651	0	10.33	15.254	9.966	7.872	10.394	10.183	0	9.317	16.308	11.386	2.557	3.973	6.99	1.385	7.047
ENST00000415389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000425359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000335304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000431041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000436361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000440596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000561482	0	16.869	2.573	2.973	6.625	3.037	2.671	10.725	10.622	2.715	0	3.883	2.687	0	0	0	0	2.635	0	3.055	0
ENST00000160827	17306.504	16039.523	11956.272	14968.039	15026.774	15472.079	15859.691	20223.099	14311.598	13505.658	13631.731	13132.038	12789.039	11622.496	10648.042	9679.836	9929.981	11112.661	11935.687	10843.397	14383.346
ENST00000569636	28.184	39.541	14.659	6.84	26.611	24.451	29.503	40.544	23.372	20.989	24.663	29.169	27.64	13.53	22.002	4.627	12.76	20.577	17.528	4.466	27.257
ENST00000570173	0	2.751	4.364	3.228	7.203	0	2.753	2.653	1.243	1.225	0	1.245	0	3.838	0	1.228	1.234	0	0	1.238	1.229
ENST00000400751	22.512	12.652	18.66	12.631	10.942	17.943	23.757	35.613	19.138	32.891	6.802	17.309	0	31.95	32.184	12.726	2.667	19.234	14.809	3.109	21.118
ENST00000569382	80.745	156.256	152.923	127.484	131.796	99.415	201.126	279.95	156.728	179.656	204.573	215.235	110.816	121.211	204.817	109.252	132.199	159.242	134.887	176.226	218.763
ENST00000563666	63.763	76.476	98.327	63.447	80.931	83.96	49.238	159.658	62.218	69.469	61.396	86.066	51.868	55.964	57.942	72.659	71.488	56.32	74.199	83.919	80.172
ENST00000563263	20.122	38.329	34.417	24.226	21.305	41.117	28.933	71.142	17.622	9.722	7.486	40.769	46.05	41.417	30.946	21.967	28.729	12.038	18.033	24.551	19.254
ENST00000565736	846.391	1239.064	1362.491	687.2	1186.422	1110.945	1022.886	1867.232	1219.266	982.692	1319.5	1298.63	839.53	1182.05	1208.541	865.169	890.877	950.247	1094.417	1240.165	1150.492
ENST00000568312	72.483	86.478	116.089	82.255	123.47	126.437	130.267	119.08	63.839	139.055	77.88	121.215	65.989	86.091	107.289	74.196	94.652	79.411	85.056	119.524	145.36
ENST00000366663	5272.464	7490.737	7266.564	4209.478	5642.766	7400.664	7306.705	9542.669	7757.449	5896.47	8089.147	8283.736	7036.769	5046.526	6713.532	5544.858	5890.687	6635.236	5251.489	5946.969	7072.8
ENST00000470540	0	0	32.332	13.955	61.029	0	81.016	90.494	33.209	90.594	0	109.613	44.136	14.782	13.141	40.852	131.345	12.557	41.184	13.839	0
ENST00000427697	32.171	93.369	126.483	0	43.189	107.829	142.309	8.106	0	0	26.304	23.598	0	0	0	103.514	0	59.451	0	67.445	78.104
ENST00000523410	0	0	0	0	0	2.163	2.003	0	0	0	0	0	0	7.209	0	0	8.092	0	0	0	0
ENST00000522201	0	1.307	1.329	0	1.268	0	0	1.377	0	0	0	0	0	0	0	0	0	0	0	0	1.335
ENST00000519360	2	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ENST00000521263	2	7.486	11.326	2	1.155	2.932	0	4.252	7	6	4.928	8.947	3.002	0	5	1.125	9	0	0	5.747	7.474
ENST00000523023	0	2.131	6.503	0	2.454	5.128	6.062	5.076	2.094	0	2.405	6.769	1.005	2.036	3.034	1.005	4.532	3.438	3.978	2.034	1.271
ENST00000221138	10651.47	10775.311	7258.682	8465.005	7810.554	7332.509	8702.499	12618.985	9688.423	7905.842	9902.916	8569.028	7873.706	8141.15	6473.478	7739.321	7591.149	8223.3	6708.347	5632.448	6879.657
ENST00000518564	0	0	0	0	2.213	6.804	0	1.072	0	0	3.42	0	1.5	0	0	1.094	0	0	0	0	0
ENST00000518532	0	0	1.37	0	1.12	1.816	1.109	1.141	0	0	1.133	0	2.382	0	2.293	0	0	0	0	4.68	0
ENST00000522113	0	0	1.016	0	0	0	1.013	0	1.215	0	0	1.004	0	0	0	0	0	2.016	0	1.011	0
ENST00000520334	1.102	0	0	0	0	0	0	0	0	0	1.163	1.171	3.373	2.458	0	0	0	1.153	2.349	0	0
ENST00000523804	6.058	7.099	7.08	12.175	3.043	0	4.04	13.26	4.054	0	6.087	3.036	3.03	3.045	2.018	1.008	1.007	3.03	8.089	3.043	1.007
ENST00000518243	0	1.813	0	0	0	0	0	1.897	0	0	1.725	0	0	0	1.694	0	0	0	0	1.979	0
ENST00000520056	1.36	2.415	0	2.974	3.748	0	0	5.971	0	1.29	8.229	1.558	1.393	9.488	0	1.432	0	3.099	0	0	1.506
ENST00000520500	2.009	0	0	0	0	0	1.002	1.669	0	0	2.011	0	0	0	0	0	0	0	0	0	0
ENST00000582163	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0
ENST00000663171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000581478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000548498	6.346	16.572	5	13.09	5.081	5.144	10.412	15.433	30.552	2.14	9.527	6.064	3.067	0	0	6.978	4.002	12.225	2.088	4.468	7.846
ENST00000552003	0	1.413	0	0	0	0	1.11	0	0	0	0	0	0	0	0	1.247	0	0	0	0	2.53
ENST00000547002	44.632	27.073	46.54	50.305	63.336	47.936	73.48	73.728	126.706	52.655	54.683	110.758	41.333	50.745	16.12	47.512	44.986	23.136	48.981	18.176	17.999
ENST00000549243	25.158	23.232	18.068	29.393	19.373	21.361	41.23	64.232	44.156	28.142	23.585	24.705	18.729	26.019	11.13	19.37	22.63	19.754	21.339	14.187	17.751
ENST00000442892	6.705	37.572	11.524	25.385	16.442	44.12	22.836	59.18	42.889	10.043	22.33	17.409	20.323	30.491	17.801	16.424	18.96	62.225	6.728	10.255	14.159
ENST00000442218	2223.712	2009.662	927.377	1901.211	1437.279	1558.69	1254.088	2780.304	2193.545	894.899	1518.426	1403.067	1273.68	1186.044	616.797	1310.547	956.627	1220.027	959.773	780.819	922.61
ENST00000551301	253.462	157.477	60.672	232.616	115.986	81.754	93.844	106.389	134.014	65.111	131.637	106.676	90.985	55.65	18.152	63.535	79.219	78.648	79.185	53.096	70.151
ENST00000461620	2.015	0	0	0	0	1	1	3	4	1.011	2	0	0	2.052	0	4	0	0	0	0	2
ENST00000476104	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENST00000369851	10645.81	11509.575	10418.227	8489.545	10097.017	9500.609	11835.946	14708.683	10638.24	9377.432	10485.468	10920.869	8581.246	8616.601	10490.685	10848.251	11044.662	11822.114	8407.336	8449.731	9071.716
ENST00000251296	3780.594	3537.353	2362.34	3383.568	2156.508	2281.185	1521.763	3047.976	2757.255	1865.289	1345.438	2041.329	2666.359	2298.108	1279.495	2032.607	2066.247	2336.104	1627.15	1637.862	1893.073
ENST00000412684	878.109	857.253	473.127	639.453	422.99	548.067	285.079	552.669	491.284	181.782	213.597	519.709	449.347	454.66	314.689	510.56	452.392	384.975	302.788	300.879	413.053
ENST00000497331	12.668	5.331	27.265	11.048	10.333	9.966	19.619	10.087	17.38	22.885	4.607	24.042	11.224	4.425	18.99	12.642	0	0	7.364	7.841	0
ENST00000473951	8.057	16.119	10.268	17.183	9.169	16.424	5.04	17.137	13.088	9.046	4	8.04	9.159	8.109	8	7.228	2.036	12.135	11.083	9.109	10.063
ENST00000314393	4088.41	3345.839	3162.08	3497.43	3964.527	4297.429	4667.017	7706.026	5244.303	3951.315	4748.046	5275.801	3890.397	3688.824	2509.004	3574.552	3945.069	2768.462	2938.997	2351.12	3512.989
ENST00000534247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.479	0	0	0	0	0
ENST00000392038	3078.716	2587.39	2109.463	2787.058	3323.841	3051.994	2058.066	3628.818	2486.622	2381.614	2365.744	2184.814	2436.515	2804.713	1982.323	2038.304	1581.432	1999.661	2626.675	2233.877	2454.79
ENST00000483166	332.727	246.91	273.26	343.176	288.966	254.137	245.275	339.848	194.759	148.326	405.09	151.95	131.719	220.641	207.654	139.817	182.943	143.04	357.119	161.685	256.644
ENST00000476266	2551.911	3110.196	3334.739	1993.131	2693.344	2392.62	3943.568	4832.458	3847.724	3478.193	3602.389	3574.371	3133.488	2107.012	2806.975	2684.54	3196.423	3305.429	1996.793	2477.489	3168.273
ENST00000489375	42.994	32.039	24.433	64.622	20.32	29.443	12.791	75.531	28.447	29.531	90.234	36.65	40.187	40.092	21.402	17.733	13.519	28.241	15.998	30.443	13.934
ENST00000391844	1703.228	2080.099	2225.958	1217.589	2088.715	1623.124	1846.101	2966.723	2208.68	1245.81	2382.351	2250.463	1342.148	1624.924	1373.292	1581.889	1852.728	1892.93	1500.304	1437.307	1691.799
ENST00000496089	46.655	48.192	21.529	51.122	51.97	33.685	41.528	62.624	38.956	42.793	61.516	38.285	42.343	40.72	31.216	40.679	42.926	24.943	50.122	45.491	40.128
ENST00000476247	7.184	9.61	19.091	1.107	7.89	6.072	0	8.952	6.135	12.356	4.824	7.206	1.176	2.283	5.777	2.417	8.258	11.247	4.598	5.896	5.956
ENST00000584288	212.868	413.317	123.955	149.999	0	183.933	265.964	0	173.481	99.902	322.207	343.453	0	0	234.693	202.944	376.796	191.599	83.504	131.241	126.283
ENST00000311278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000497948	0	2.178	2.152	3.214	4.391	3.339	3.286	2.174	0	4.26	4.562	5.422	3.236	1.143	0	3.238	5.349	0	5.542	3.244	4.436
ENST00000579047	24.366	23.899	40.629	4.917	40.761	18.262	45.603	26.254	45.806	55.322	43.775	54.767	22.986	34.486	47.618	41.082	17.451	29.802	26.587	51.629	55.152
ENST00000578615	13.742	19.368	20.569	28.548	9.994	14.021	14.305	20.045	15.9	7.752	18.437	18.142	10.473	6.168	14.419	3.673	9.616	16.281	3.89	1.656	14.031
ENST00000391845	0	0	0	0	0	0	0	0	0	0	0	2.43	0	0	0	0	0	0	0	0	0
ENST00000486647	1.027	0	1.08	2.013	2.864	0	3.61	7.228	0	1.017	0	0	0	1.204	0	0	0	0	2.072	0	2.032
ENST00000578282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENST00000579345	0	0	0	0	1.923	2.675	1.338	1.853	0	0	4.566	0	6.706	0	0	0	1.241	4.381	0	0	0
ENST00000480878	0	0	1.242	4.079	0	0	4.046	0	0	0	1.282	3.001	6.75	4.166	1.15	0	0	0	0	0	0
ENST00000580878	8.431	20.924	6.579	3.001	8.161	6.746	8.554	10.229	11.414	1.036	12.75	11.284	1.332	18.411	8.757	4.37	4.359	2.382	1.173	4.355	9.687
ENST00000578310	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENST00000601166	5.957	5.002	2.26	4.593	2.367	8.035	3.962	3.428	5.616	4.627	3.441	8.01	3.302	3.358	1.109	1.087	4.621	1.211	9.372	7.395	7.159
ENST00000492463	0	0	0	0	0	0	2.047	2.501	0	0	0	0	0	0	0	0	3.263	0	0	0	0
ENST00000537834	73.317	69.485	40.923	52.674	59.884	36.638	48.818	81.117	50.762	47.461	68.511	53.765	44.231	55.753	61.47	94.208	37.619	42.371	41.43	21.343	57.823
ENST00000491778	0	0	0	0	1.037	0	0	0	0	0	1.022	0	2.099	0	0	0	0	0	2.108	0	0
ENST00000578975	12.161	18.648	9.644	16.101	10.01	11.146	2.261	13.956	16.002	17.002	23.055	8.63	6.002	11.804	17.105	3.734	5.003	2.001	6.723	7.582	12.449
ENST00000487537	22.55	8.069	5.8	17.088	6.389	4.072	2.936	6.602	0	0	7.296	1.438	0	10.044	5.148	3.433	0	0	10.084	1.496	9.256
ENST00000441941	5.721	14.24	5.736	7.719	15.372	22.712	11.669	20.161	11.03	40.483	16.041	32.626	1.655	7.312	9.358	17.666	11.579	11.348	1.563	27.307	21.434
ENST00000486368	106.264	256.618	90.222	77.923	166.721	156.269	48.932	195.989	175.414	216.061	278.253	128.019	115.488	146.73	103.831	14.318	203.325	163.706	55.08	111.64	94.032
ENST00000596634	116.011	0	162.282	0	35.699	33.45	243.803	145.886	78.281	0	0	125.475	44.43	41.1	67.41	123.141	71.056	69.993	164.324	59.332	140.726
ENST00000452077	6.151	9.887	19.811	0	2.551	2.692	13.094	5.358	18.181	25.961	2.961	19.775	19.528	2.154	11.362	5.679	2.914	2.462	0	9.652	17.031
ENST00000392037	15.902	12.827	22.533	7.024	29.491	16.977	47.125	32.845	14.791	46.977	61.984	21.064	34.214	53.55	30.783	8.198	27.531	7.813	22.2	11.115	21.458
ENST00000416362	50.205	70.64	64.504	34.956	53.683	61.367	64.393	88.33	76.722	47.061	117.157	62.008	58.53	53.11	41.958	43.582	26.054	44.086	36.361	30.541	71.759
ENST00000578123	7.8	0	8.882	12.245	2.917	11.294	5.696	11.379	0	2.564	3.452	23.226	7.137	2.236	0	2.511	8.69	7.341	3.242	0	2.556
ENST00000423127	34.691	61.514	61.781	29.569	58.872	42.004	50.512	64.804	66.892	63.744	126.322	71.766	40.776	71.695	55.178	22.348	70.531	45.096	44.903	74.116	47.835
ENST00000358335	0	0	0	0	0	0	0	1.924	1.734	0	4.487	9.866	3.433	0	0	0	1.743	0	5.148	0	0
ENST00000456441	0	0	0	0	0	0	0	0	0	0	0	5.785	0	0	0	0	0	0	0	0	0
